Complaint_ID,Date_Received,Product_Name,Product,Issue,Company,State_Name,Portals,Company_Response_to_Consumer,Timely_Response
495665,8/19/2013,Credit card,,Arbitration,Bank of America,OK,Web,Closed with explanation,Yes
522661,9/11/2013,Credit reporting,,Credit reporting company's investigation,Experian,NY,Postal mail,Closed with non-monetary relief,Yes
531877,9/17/2013,Credit card,,Identity theft / Fraud / Embezzlement,Bank of America,FL,Web,Closed with explanation,Yes
510926,8/30/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,Wells Fargo & Company,CO,Web,Closed with explanation,Yes
510927,8/30/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",U.S. Bancorp,MN,Web,Closed with explanation,Yes
517901,9/6/2013,Credit card,,Other fee,Capital One,KY,Web,Closed with monetary relief,Yes
524916,9/12/2013,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",Wells Fargo & Company,VA,Web,Closed with non-monetary relief,Yes
510954,8/30/2013,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",M&T Bank Corporation,TX,Web,Closed with explanation,Yes
517220,9/6/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account","Seterus, Inc.",FL,Referral,Closed with explanation,Yes
495707,8/19/2013,Credit card,,Late fee,Amex,KS,Web,Closed with explanation,Yes
518978,9/6/2013,Bank account or service,Checking account,"Account opening, closing, or management",JPMorgan Chase & Co.,FL,Web,Closed with explanation,Yes
524963,9/12/2013,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,"Navient Solutions, Inc.",CA,Postal mail,Closed with explanation,Yes
495714,8/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,NY,Postal mail,Closed with explanation,Yes
524543,9/12/2013,Debt collection,I do not know,Disclosure verification of debt,Stellar Recovery Inc.,WA,Web,Closed with explanation,Yes
524968,9/12/2013,Debt collection,Credit card,Disclosure verification of debt,Army and Air Force Exchange Service,CA,Web,Closed with explanation,Yes
495721,8/19/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,Round Point Mortgage,NC,Web,Closed with explanation,Yes
495695,8/19/2013,Debt collection,I do not know,Improper contact or sharing of info,"LTD Financial Services, L.P.",AL,Web,Closed with non-monetary relief,Yes
524579,9/12/2013,Credit reporting,,Unable to get credit report/credit score,Equifax,OR,Web,Closed with non-monetary relief,Yes
524977,9/12/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,JPMorgan Chase & Co.,CA,Referral,Closed with explanation,Yes
524981,9/12/2013,Credit reporting,,Incorrect information on credit report,Equifax,FL,Web,Closed with explanation,Yes
495003,8/19/2013,Credit card,,Billing disputes,Synchrony Financial,CT,Web,Closed with explanation,Yes
495014,8/19/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Nationstar Mortgage,VA,Phone,Closed with explanation,Yes
524986,9/12/2013,Debt collection,I do not know,Communication tactics,Tower Loan,MO,Web,Closed with explanation,Yes
511004,8/30/2013,Student loan,Non-federal student loan,Repaying your loan,Wells Fargo & Company,OR,Web,Closed with explanation,Yes
510070,8/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,MA,Postal mail,Closed with explanation,Yes
495743,8/19/2013,Bank account or service,Checking account,Using a debit or ATM card,Wells Fargo & Company,FL,Web,Closed with monetary relief,Yes
511058,8/30/2013,Bank account or service,Checking account,Problems caused by my funds being low,U.S. Bancorp,IL,Referral,Closed with explanation,Yes
531203,9/17/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Nationstar Mortgage,FL,Web,Closed with explanation,Yes
495688,8/19/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"FAIR COLLECTIONS & OUTSOURCING, INC.",PA,Phone,Closed with explanation,Yes
516988,9/6/2013,Credit card,,Payoff process,Navy FCU,CA,Web,Closed with explanation,Yes
495753,8/19/2013,Credit card,,Identity theft / Fraud / Embezzlement,Barclays PLC,GA,Postal mail,Closed with explanation,Yes
495005,8/19/2013,Credit card,,Billing statement,Synchrony Financial,CT,Web,Closed with explanation,Yes
495760,8/19/2013,Debt collection,I do not know,Communication tactics,"Cavalry Investments, LLC",PA,Web,Closed with non-monetary relief,Yes
525001,9/12/2013,Credit reporting,,Incorrect information on credit report,Capital One,TX,Web,Closed with explanation,Yes
495770,8/19/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account","Caliber Home Loans, Inc",AZ,Web,Closed with explanation,Yes
524831,9/12/2013,Credit reporting,,Incorrect information on credit report,Experian,IA,Web,Closed with explanation,Yes
531218,9/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,CA,Web,Closed with explanation,Yes
531167,9/17/2013,Mortgage,VA mortgage,"Application, originator, mortgage broker",Land/Home Financial Services,CA,Phone,Closed with explanation,Yes
516885,9/6/2013,Credit reporting,,Credit reporting company's investigation,Equifax,CA,Web,Closed with non-monetary relief,Yes
517246,9/6/2013,Credit reporting,,Incorrect information on credit report,Experian,CA,Web,Closed with explanation,Yes
517900,9/6/2013,Bank account or service,Checking account,Deposits and withdrawals,Wells Fargo & Company,CA,Web,Closed with explanation,Yes
530098,9/17/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,FL,Web,Closed with explanation,Yes
525017,9/12/2013,Student loan,Non-federal student loan,Repaying your loan,JPMorgan Chase & Co.,PA,Web,Closed with explanation,Yes
525018,9/12/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Bank of America,CA,Web,Closed with explanation,Yes
511043,8/30/2013,Credit card,,Billing disputes,Citibank,MI,Web,Closed with explanation,Yes
495089,8/19/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Bank of America,NY,Web,Closed with explanation,Yes
525025,9/12/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Citibank,MD,Web,Closed with explanation,Yes
531238,9/17/2013,Consumer Loan,Personal line of credit,Managing the line of credit,HSBC North America Holdings Inc.,MN,Phone,Closed with explanation,Yes
518009,9/6/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Linebarger Goggan Blair & Sampson, LLP",CA,Web,Closed with explanation,Yes
531303,9/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",JPMorgan Chase & Co.,CA,Web,Closed with explanation,Yes
524530,9/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,CA,Referral,Closed with explanation,Yes
531259,9/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,FL,Web,Closed with explanation,Yes
525049,9/12/2013,Credit card,,Identity theft / Fraud / Embezzlement,Amex,FL,Web,Closed with explanation,Yes
525054,9/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Primary Financial Services L.L.C.,NV,Fax,Closed with explanation,Yes
496537,8/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,DE,Postal mail,Closed with explanation,Yes
525072,9/12/2013,Credit reporting,,Incorrect information on credit report,Experian,IN,Web,Closed with explanation,Yes
495830,8/19/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,Wells Fargo & Company,TX,Web,Closed with non-monetary relief,Yes
495832,8/19/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",Bank of America,NJ,Web,Closed with explanation,Yes
525159,9/12/2013,Consumer Loan,Vehicle loan,Shopping for a loan or lease,Fifth Third Financial Corporation,MI,Referral,Closed with explanation,Yes
531282,9/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Bank of America,UT,Web,Closed with non-monetary relief,Yes
524845,9/12/2013,Credit card,,Closing/Cancelling account,Pentagon FCU,MD,Email,Closed with explanation,Yes
525068,9/12/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Postal mail,Closed with explanation,Yes
525116,9/12/2013,Bank account or service,Checking account,Problems caused by my funds being low,Wells Fargo & Company,NV,Referral,Closed with explanation,Yes
518065,9/6/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,"NRA Group, LLC",MD,Referral,Closed with non-monetary relief,Yes
531888,9/17/2013,Debt collection,Non-federal student loan,Communication tactics,"Integrity Solution Services, Inc.",OH,Web,Closed with explanation,Yes
516954,9/6/2013,Debt collection,Credit card,Taking/threatening an illegal action,"Eastpoint Recovery Group, Inc",NJ,Web,Closed,Yes
518048,9/6/2013,Debt collection,Auto,Improper contact or sharing of info,"Westlake Services, LLC",TX,Phone,Closed with explanation,Yes
531305,9/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",PNC Bank N.A.,GA,Web,Closed with explanation,Yes
525190,9/12/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker","SunTrust Banks, Inc.",FL,Referral,Closed with explanation,Yes
524626,9/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Bank of America,FL,Referral,Closed with explanation,Yes
525198,9/12/2013,Credit card,,Other,Bank of America,WV,Referral,Closed with explanation,Yes
525179,9/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",Regions Financial Corporation,FL,Referral,Closed with monetary relief,Yes
525150,9/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Bank of America,FL,Referral,Closed with explanation,Yes
525162,9/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,CA,Referral,Closed with monetary relief,Yes
518055,9/6/2013,Credit card,,Customer service / Customer relations,Citibank,TX,Web,Closed with monetary relief,Yes
525100,9/12/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,"Navient Solutions, Inc.",CA,Web,Closed with explanation,Yes
531906,9/18/2013,Bank account or service,Checking account,Problems caused by my funds being low,Wells Fargo & Company,GA,Web,Closed with monetary relief,Yes
516939,9/6/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,"West Bay Acquisitions, LLC",TX,Phone,Closed,Yes
525107,9/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,GA,Fax,Closed with explanation,Yes
531918,9/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Check Fraud Services,VA,Web,Closed with explanation,No
524545,9/12/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",Wells Fargo & Company,TN,Web,Closed with explanation,Yes
533628,9/18/2013,Debt collection,Credit card,Disclosure verification of debt,Synchrony Financial,TX,Web,Closed with explanation,Yes
533380,9/18/2013,Credit reporting,,Credit reporting company's investigation,Experian,CA,Web,Closed with explanation,Yes
525125,9/12/2013,Bank account or service,Checking account,Using a debit or ATM card,TD Bank US Holding Company,MA,Phone,Closed with explanation,Yes
518114,9/6/2013,Debt collection,I do not know,Improper contact or sharing of info,Receivables Performance Management LLC,IL,Web,Closed with explanation,Yes
531932,9/18/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,AES/PHEAA,MI,Web,Closed with explanation,Yes
525140,9/12/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,NJ,Web,Closed with explanation,Yes
531942,9/18/2013,Bank account or service,Checking account,"Account opening, closing, or management",Bank of America,FL,Web,Closed with non-monetary relief,Yes
531948,9/18/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",Wells Fargo & Company,FL,Web,Closed with explanation,Yes
524856,9/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,TX,Referral,Closed with explanation,Yes
524617,9/12/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Quicken Loans,NC,Web,Closed with explanation,Yes
531957,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,CA,Web,Closed with explanation,Yes
531958,9/18/2013,Bank account or service,Checking account,Problems caused by my funds being low,Citibank,CA,Web,Closed with monetary relief,Yes
533286,9/18/2013,Consumer Loan,Installment loan,Shopping for a loan or lease,Citibank,CA,Web,Closed with explanation,Yes
531807,9/18/2013,Credit reporting,,Credit reporting company's investigation,"TransUnion Intermediate Holdings, Inc.",CA,Web,Closed with explanation,Yes
525163,9/12/2013,Credit reporting,,Credit reporting company's investigation,Experian,MI,Postal mail,Closed with explanation,Yes
524503,9/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,MI,Fax,Closed with non-monetary relief,Yes
531976,9/18/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",PNC Bank N.A.,DE,Postal mail,Closed with explanation,Yes
525171,9/12/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,NC,Web,Closed with non-monetary relief,Yes
531978,9/18/2013,Credit card,,Credit line increase/decrease,Citibank,ID,Postal mail,Closed with explanation,Yes
531979,9/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,"North American Asset Services, LLC",FL,Web,Closed with explanation,Yes
531985,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Synovus Bank,GA,Postal mail,Closed with explanation,Yes
533277,9/18/2013,Credit card,,Application processing delay,Wells Fargo & Company,NY,Web,Closed with explanation,Yes
532050,9/18/2013,Bank account or service,Checking account,Problems caused by my funds being low,BB&T Financial,SC,Referral,Closed with monetary relief,Yes
517225,9/6/2013,Credit card,,Other,Bank of America,CA,Referral,Closed with explanation,Yes
531994,9/18/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ocwen,KY,Web,Closed with explanation,Yes
517227,9/6/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,CA,Referral,Closed with explanation,Yes
532005,9/18/2013,Debt collection,I do not know,Taking/threatening an illegal action,"Linebarger Goggan Blair & Sampson, LLP",PA,Web,Closed with explanation,Yes
533657,9/18/2013,Credit reporting,,Credit reporting company's investigation,Experian,NC,Web,Closed with non-monetary relief,Yes
518189,9/6/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,NJ,Phone,Closed with explanation,Yes
518191,9/6/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Turning Point Solutions LLC,TX,Web,Closed with non-monetary relief,Yes
532010,9/18/2013,Credit reporting,,Credit reporting company's investigation,Equifax,MS,Web,Closed with non-monetary relief,Yes
533236,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,MN,Referral,Closed with explanation,Yes
525238,9/12/2013,Debt collection,Non-federal student loan,Communication tactics,"CL Holdings, LLC",GA,Web,Closed with explanation,Yes
524600,9/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,HI,Postal mail,Closed with explanation,Yes
525237,9/12/2013,Debt collection,Non-federal student loan,Communication tactics,"Asset Recovery Solutions, LLC",GA,Web,Closed with non-monetary relief,No
533265,9/18/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Bank of America,MD,Web,Closed with explanation,Yes
524591,9/12/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Encore Capital Group,CA,Web,Closed with explanation,Yes
525254,9/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,UT,Web,Closed with explanation,Yes
524592,9/12/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,"Pinnacle Credit Services, LLC",CA,Web,Closed with explanation,Yes
532172,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,FL,Referral,Closed,Yes
533247,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,FL,Referral,Closed with explanation,Yes
516966,9/6/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",Bank of America,CA,Referral,Closed with explanation,Yes
518475,9/6/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,NY,Web,Closed with explanation,Yes
532170,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Citibank,TX,Referral,Closed with explanation,Yes
525273,9/12/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,TX,Phone,Closed with explanation,Yes
524840,9/12/2013,Credit reporting,,Incorrect information on credit report,Equifax,WY,Web,Closed with non-monetary relief,Yes
532054,9/18/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase & Co.,IA,Web,Closed with explanation,Yes
549557,10/1/2013,Credit card,,Other fee,Santander Bank US,MA,Referral,Closed,Yes
533661,9/18/2013,Credit reporting,,Credit reporting company's investigation,"TransUnion Intermediate Holdings, Inc.",NC,Web,Closed with non-monetary relief,Yes
532265,9/18/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase & Co.,OR,Referral,Closed with explanation,Yes
532237,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,CA,Referral,Closed with explanation,Yes
517233,9/6/2013,Money transfers,Domestic (US) money transfer,Other transaction issues,The Western Union Company,GA,Referral,Closed with explanation,Yes
531813,9/18/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,CA,Web,Closed with explanation,Yes
532080,9/18/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,Banco Popular de Puerto Rico,VA,Phone,Closed with explanation,Yes
518295,9/6/2013,Credit card,,Rewards,Amex,MI,Web,Closed with explanation,Yes
533333,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,FL,Referral,Closed with explanation,Yes
532637,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",PNC Bank N.A.,CT,Referral,Closed with explanation,Yes
524913,9/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,CT,Fax,Closed with explanation,Yes
532377,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,MN,Referral,Closed with explanation,Yes
525342,9/12/2013,Bank account or service,Checking account,Problems caused by my funds being low,"Citizens Financial Group, Inc.",MI,Web,Closed with monetary relief,Yes
525344,9/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,CNG Financial Corporation,MD,Web,Closed,No
516847,9/6/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",U.S. Bancorp,FL,Web,Closed with explanation,Yes
532124,9/18/2013,Credit card,,APR or interest rate,Amex,FL,Web,Closed with explanation,Yes
518329,9/6/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Encore Capital Group,CA,Web,Closed with explanation,Yes
518332,9/6/2013,Credit reporting,,Incorrect information on credit report,Equifax,CA,Web,Closed with non-monetary relief,Yes
532427,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,NJ,Referral,Closed with explanation,Yes
525364,9/12/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",Bank of America,FL,Phone,Closed with non-monetary relief,Yes
532858,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,NC,Referral,Closed with explanation,Yes
532166,9/18/2013,Debt collection,I do not know,Taking/threatening an illegal action,"SRA Associates, Inc.",OK,Web,Closed with explanation,Yes
518384,9/6/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ocwen,AR,Web,Closed with explanation,Yes
525405,9/12/2013,Consumer Loan,Personal line of credit,Account terms and changes,"Enova International, Inc.",MD,Web,Closed with explanation,Yes
525407,9/12/2013,Debt collection,I do not know,Communication tactics,"Integrity Solution Services, Inc.",ME,Web,Closed with explanation,Yes
532202,9/18/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",IN,Postal mail,Closed with explanation,Yes
518411,9/6/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Van Ru Credit Corporation,CA,Web,Closed with explanation,Yes
518413,9/6/2013,Mortgage,Other mortgage,Other,Wells Fargo & Company,FL,Referral,Closed with explanation,Yes
525454,9/12/2013,Credit card,,Closing/Cancelling account,Citibank,NV,Web,Closed with non-monetary relief,Yes
525449,9/12/2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Nationstar Mortgage,NV,Web,Closed with explanation,Yes
525452,9/12/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Capital One,MD,Referral,Closed with explanation,Yes
533312,9/18/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",PNC Bank N.A.,OH,Web,Closed with explanation,Yes
524511,9/12/2013,Credit reporting,,Incorrect information on credit report,Equifax,CA,Web,Closed with non-monetary relief,Yes
518441,9/6/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Phone,Closed with explanation,Yes
518444,9/6/2013,Debt collection,I do not know,Communication tactics,The Law Office of Daniel Slane,CA,Web,Closed with explanation,Yes
525475,9/12/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,PA,Web,Closed with explanation,Yes
525486,9/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",TD Bank US Holding Company,NY,Referral,Closed with monetary relief,Yes
533315,9/18/2013,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",CT,Web,Closed with non-monetary relief,Yes
524537,9/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Bank of America,OR,Referral,Closed with explanation,Yes
525491,9/12/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",PNC Bank N.A.,DE,Referral,Closed with explanation,Yes
525494,9/12/2013,Bank account or service,Savings account,"Account opening, closing, or management",Wells Fargo & Company,AZ,Referral,Closed with monetary relief,Yes
532914,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,GA,Referral,Closed with explanation,Yes
518467,9/6/2013,Credit card,,APR or interest rate,Wells Fargo & Company,MI,Web,Closed with monetary relief,Yes
524608,9/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,WA,Referral,Closed with explanation,Yes
524536,9/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,CA,Referral,Closed with explanation,Yes
525496,9/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Citibank,NY,Referral,Closed with explanation,Yes
532286,9/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,"Community Choice Financial, Inc.",CA,Web,Closed with non-monetary relief,Yes
525510,9/12/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,VA,Web,Closed with explanation,Yes
518478,9/6/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,WI,Web,Closed with explanation,Yes
525503,9/12/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",MA,Fax,Closed with explanation,Yes
525524,9/12/2013,Bank account or service,Other bank product/service,Deposits and withdrawals,TD Bank US Holding Company,PA,Web,Closed with explanation,Yes
525545,9/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,"Vengroff Williams, Inc",CA,Phone,Closed with explanation,Yes
525536,9/12/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,"Expert Global Solutions, Inc.",IL,Web,Closed with explanation,Yes
524882,9/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,"Expert Global Solutions, Inc.",NY,Referral,Closed with explanation,Yes
525538,9/12/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",Bank of America,AR,Web,Closed with explanation,Yes
525539,9/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,IL,Phone,Closed with explanation,Yes
532330,9/18/2013,Credit reporting,,Credit reporting company's investigation,Experian,AZ,Web,Closed with non-monetary relief,Yes
525554,9/12/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,Capital One,GA,Web,Closed with explanation,Yes
525585,9/12/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",Bank of America,MO,Web,Closed with explanation,Yes
533371,9/18/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Hunt & Henriques,CA,Web,Closed with non-monetary relief,Yes
532362,9/18/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,FL,Web,Closed with explanation,Yes
524564,9/12/2013,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,"National Recoveries, Inc.",NJ,Web,Closed with explanation,Yes
524586,9/12/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Wells Fargo & Company,CA,Phone,Closed with explanation,Yes
525594,9/12/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,U.S. Bancorp,OH,Web,Closed with monetary relief,Yes
532387,9/18/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,PA,Phone,Closed with explanation,Yes
525618,9/12/2013,Bank account or service,Checking account,Deposits and withdrawals,"Citizens Financial Group, Inc.",NH,Phone,Closed with monetary relief,Yes
525619,9/12/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,PA,Web,Closed with explanation,Yes
532395,9/18/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Citibank,VA,Referral,Closed with explanation,Yes
532417,9/18/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,NC,Web,Closed with explanation,Yes
532418,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",U.S. Bancorp,MI,Referral,Closed with explanation,Yes
533670,9/18/2013,Credit card,,Late fee,Citibank,NJ,Web,Closed with monetary relief,Yes
532429,9/18/2013,Credit reporting,,Incorrect information on credit report,Experian,CA,Web,Closed with non-monetary relief,Yes
524630,9/12/2013,Credit card,,Credit card protection / Debt protection,USAA Savings,MD,Web,Closed with monetary relief,Yes
532463,9/18/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Navy FCU,FL,Phone,Closed with explanation,Yes
525705,9/12/2013,Bank account or service,Checking account,Problems caused by my funds being low,Wells Fargo & Company,CA,Referral,Closed with explanation,Yes
532471,9/18/2013,Bank account or service,Checking account,"Account opening, closing, or management",BMO Harris,WI,Phone,Closed with explanation,Yes
532483,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Web,Closed with explanation,Yes
533614,9/18/2013,Bank account or service,Checking account,Deposits and withdrawals,JPMorgan Chase & Co.,MI,Postal mail,Closed with explanation,Yes
532511,9/18/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",Wells Fargo & Company,FL,Phone,Closed with explanation,Yes
525752,9/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,AZ,Referral,Closed with explanation,Yes
531820,9/18/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",Specialized Loan Servicing LLC,TX,Web,Closed,Yes
532522,9/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Flagstar Bank,AZ,Referral,Closed with explanation,Yes
533272,9/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Stellar Recovery Inc.,FL,Web,Closed with explanation,Yes
525759,9/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,"CCS Financial Services, Inc.",CO,Web,Closed with non-monetary relief,Yes
